"cohort_month","referral_source","month_number","mrr_amount","account_id"
"2024-09-01",organic,0,3582,A-592832
"2024-05-01",event,1,1421,A-42b791
"2023-08-01",partner,12,285,A-96e141
"2024-10-01",other,2,8159,A-e4144b
"2024-03-01",other,2,2156,A-02cd81
"2023-02-01",event,19,760,A-e1b9cd
"2024-07-01",ads,4,3381,A-7cfe77
"2024-01-01",other,11,1764,A-3cc791
"2024-05-01",organic,6,76,A-0aaf6e
"2023-02-01",event,9,1960,A-e1b9cd
"2024-06-01",ads,1,2695,A-ffc04f
"2024-04-01",event,2,539,A-249769
"2024-11-01",ads,1,2058,A-956988
"2024-03-01",other,8,418,A-4e631b
"2023-05-01",event,5,2695,A-e693b6
"2024-11-01",partner,0,12338,A-5c9849
"2024-06-01",ads,1,4975,A-a45270
"2023-09-01",organic,6,152,A-00cac8
"2023-07-01",event,12,6965,A-068fc6
"2024-08-01",organic,1,1194,A-0a282f
"2023-10-01",ads,7,5373,A-ba6516
"2024-07-01",ads,4,57,A-f92792
"2023-09-01",organic,2,5572,A-9f9299
"2023-06-01",other,11,980,A-19b2c8
"2024-04-01",event,3,8159,A-2d4502
"2023-10-01",partner,4,304,A-a8b49c
"2024-08-01",ads,1,392,A-4e44e8
"2024-05-01",partner,4,1519,A-b7ef83
"2024-03-01",other,5,3383,A-883b7d
"2024-11-01",other,1,343,A-7c6b6b
"2023-05-01",ads,5,9751,A-49b828
"2023-04-01",partner,7,475,A-35083d
"2023-06-01",event,6,722,A-95b24a
"2023-09-01",organic,2,5572,A-9f9299
"2023-02-01",ads,17,171,A-9ee962
"2023-11-01",other,12,398,A-296d7c
"2023-09-01",organic,8,152,A-e89151
"2024-06-01",ads,3,437,A-9badbd
"2024-06-01",event,6,3383,A-bcf87c
"2024-03-01",other,0,7960,A-4e631b
"2023-02-01",ads,3,294,A-e6afc1
"2024-04-01",other,6,11741,A-4f18f0
"2024-04-01",ads,4,199,A-354f12
"2023-07-01",other,11,323,A-0f3e88
"2024-08-01",ads,4,398,A-9077b0
"2023-02-01",partner,21,686,A-977ca0
"2023-09-01",organic,12,14527,A-5b1bcd
"2023-08-01",other,14,1159,A-2e3bad
"2024-04-01",ads,7,684,A-ff79f2
"2023-08-01",event,16,3136,A-180abf
"2024-09-01",organic,1,665,A-592832
"2024-06-01",ads,3,3381,A-2d1036
"2023-02-01",event,10,1791,A-f44180
"2024-05-01",organic,6,551,A-1619f8
"2024-03-01",organic,3,833,A-4ef964
"2024-08-01",other,3,833,A-427b69
"2024-06-01",event,5,1029,A-bcf87c
"2023-05-01",event,14,1274,A-089363
"2023-06-01",event,15,437,A-8ed5dd
"2023-12-01",ads,12,7363,A-712f1c
"2023-06-01",other,16,3980,A-19b2c8
"2024-11-01",event,1,1617,A-b78bf8
"2024-05-01",event,7,686,A-42b791
"2024-03-01",other,3,8756,A-02cd81
"2024-06-01",other,2,9353,A-cd458b
"2023-05-01",ads,2,6368,A-cc98bc
"2023-11-01",organic,8,833,A-474ad4
"2023-05-01",partner,19,882,A-328bd0
"2024-07-01",partner,5,1767,A-5c046d
"2024-08-01",other,4,380,A-4d1e75
"2023-05-01",event,10,1323,A-297a2d
"2023-05-01",event,15,1990,A-089363
"2023-09-01",ads,15,1330,A-fa3095
"2023-12-01",organic,1,2189,A-3a5ad8
"2024-12-01",event,0,588,A-5790f4
"2024-08-01",organic,2,114,A-0a282f
"2024-10-01",other,2,4508,A-66224b
"2024-11-01",ads,1,245,A-82d8a6
"2023-11-01",event,11,5572,A-034368
"2023-07-01",partner,11,19,A-e19ff6
"2024-07-01",other,0,551,A-5b4ebb
"2023-11-01",event,0,2587,A-659280
"2023-01-01",ads,1,494,A-b11cd0
"2023-03-01",organic,8,2401,A-3793ee
"2024-07-01",other,2,1715,A-f3ff05
"2024-07-01",partner,3,95,A-241e75
"2023-11-01",ads,2,3184,A-157070
"2024-06-01",ads,4,2793,A-0e966d
"2023-04-01",ads,10,4378,A-69fad4
"2024-09-01",event,0,361,A-0532a9
"2023-04-01",organic,17,7164,A-de58ca
"2023-03-01",other,16,882,A-c4ea60
"2024-03-01",organic,8,323,A-4ef964
"2024-09-01",other,0,4067,A-902ef7
"2023-08-01",other,1,882,A-5a3eb9
"2024-04-01",ads,4,456,A-054577
"2024-08-01",event,3,490,A-96215d
"2024-09-01",organic,1,882,A-592832
"2023-05-01",event,12,2695,A-e693b6
"2024-07-01",organic,2,4975,A-92a3af
"2023-11-01",organic,10,199,A-ccabf0
"2024-07-01",ads,2,3582,A-f92792
"2024-01-01",other,7,10547,A-ccb686
"2024-03-01",event,7,57,A-7c5768
"2023-10-01",other,11,3781,A-3932db
"2024-09-01",organic,2,1330,A-09316c
"2023-03-01",other,6,3184,A-e888d1
"2023-02-01",ads,14,1029,A-bbe56f
"2023-05-01",partner,12,686,A-10b8da
"2023-02-01",ads,6,342,A-e6afc1
"2024-08-01",organic,2,735,A-90a8c8
"2024-07-01",organic,0,2985,A-751c58
"2023-01-01",partner,2,2058,A-ed510f
"2024-10-01",other,2,608,A-118f1c
"2024-12-01",other,0,5572,A-0f6450
"2024-09-01",organic,2,1026,A-d535f6
"2023-11-01",ads,10,513,A-157070
"2023-09-01",partner,6,361,A-6f50ae
"2024-11-01",partner,1,18109,A-5c9849
"2023-02-01",ads,21,1519,A-432483
"2023-04-01",ads,4,247,A-cb6cc6
"2023-08-01",event,7,76,A-3c1a3f
"2023-06-01",ads,5,589,A-993085
"2023-12-01",partner,12,1715,A-dfbd31
"2024-09-01",partner,3,475,A-eb1312
"2023-05-01",event,17,1323,A-54d94a
"2024-11-01",organic,1,735,A-2922b6
"2024-08-01",organic,4,2786,A-a09355
"2023-03-01",event,11,686,A-2bc93d
"2024-02-01",organic,3,6370,A-812c5b
"2024-04-01",ads,7,133,A-354f12
"2023-01-01",organic,19,551,A-f19b24
"2024-04-01",event,4,11144,A-249769
"2023-05-01",event,10,1372,A-40de06
"2024-01-01",other,5,4378,A-3cc791
"2024-01-01",other,6,4263,A-5a215a
"2023-09-01",organic,5,5174,A-1f559b
"2023-03-01",other,18,882,A-c4ea60
"2023-02-01",organic,3,3582,A-484819
"2024-05-01",organic,2,4577,A-560d27
"2024-11-01",organic,0,11741,A-d40bf7
"2023-01-01",event,11,7761,A-f17767
"2023-06-01",ads,3,7960,A-993085
"2024-06-01",other,3,490,A-cd458b
"2024-06-01",ads,1,5970,A-9badbd
"2024-05-01",other,2,1194,A-4ae22a
"2024-10-01",ads,2,392,A-88c6ca
"2024-04-01",organic,6,796,A-ffdfd5
"2023-08-01",ads,11,5174,A-c1dfe1
"2024-09-01",organic,3,2254,A-d535f6
"2023-07-01",ads,14,304,A-45ce7a
"2023-02-01",organic,15,342,A-484819
"2023-02-01",ads,18,4165,A-e6afc1
"2024-12-01",event,0,1592,A-5790f4
"2024-11-01",event,1,3920,A-b48f73
"2024-09-01",organic,0,228,A-d535f6
"2023-05-01",other,15,570,A-bcf664
"2024-12-01",partner,0,285,A-463db0
"2023-11-01",organic,2,2587,A-ccabf0
"2023-07-01",organic,4,343,A-1b707d
"2024-04-01",ads,3,171,A-684255
"2023-12-01",other,6,245,A-038089
"2023-05-01",other,1,1121,A-bcf664
"2023-03-01",other,20,1127,A-9affe6
"2024-06-01",partner,3,1176,A-5ed98d
"2024-11-01",organic,1,589,A-3a7284
"2024-09-01",other,1,456,A-443b7c
"2023-05-01",ads,17,3781,A-05d3b3
"2023-06-01",partner,15,343,A-54ecc2
"2023-06-01",ads,15,1519,A-993085
"2024-10-01",event,2,3184,A-d3c88e
"2024-01-01",ads,1,741,A-acb7f7
"2024-11-01",event,1,4975,A-b07b56
"2024-08-01",organic,4,995,A-adc1f3
"2024-10-01",event,2,3184,A-d3c88e
"2023-05-01",other,17,779,A-94d3da
"2023-12-01",partner,4,969,A-50f3f7
"2023-03-01",event,18,2786,A-2bc93d
"2024-11-01",event,1,950,A-bd4513
"2023-03-01",other,0,196,A-7f4db3
"2024-03-01",other,5,114,A-692f18
"2024-03-01",ads,9,893,A-b2225d
"2024-12-01",partner,0,1813,A-9174e0
"2023-02-01",ads,10,931,A-432483
"2024-10-01",other,2,1666,A-396e5f
"2024-01-01",partner,1,637,A-462d45
"2024-03-01",ads,5,893,A-b2225d
"2024-10-01",partner,2,147,A-0f7d77
"2023-05-01",event,19,513,A-54d94a
"2023-01-01",ads,17,2548,A-151c9a
"2024-11-01",ads,0,2891,A-671f31
"2023-08-01",other,7,342,A-5a3eb9
"2024-11-01",ads,1,2388,A-956988
"2024-08-01",event,0,441,A-a2485e
"2024-11-01",other,1,441,A-712426
"2023-03-01",organic,21,6766,A-7f8241
"2024-12-01",other,0,1372,A-0f6450
"2024-12-01",other,0,5572,A-0f6450
"2024-10-01",other,2,6368,A-118f1c
"2024-07-01",other,0,539,A-c42f1f
"2024-03-01",other,8,1421,A-970c97
"2024-05-01",organic,1,17114,A-30b4ca
"2024-05-01",organic,0,2107,A-544d0a
"2024-07-01",other,3,9154,A-bcbe98
"2023-05-01",event,15,1323,A-54d94a
"2024-01-01",event,5,1813,A-ccc747
"2024-03-01",ads,6,1748,A-40906c
"2024-01-01",ads,0,6368,A-acb7f7
"2024-08-01",organic,4,1140,A-0a282f
"2024-05-01",organic,5,2985,A-fa2041
"2023-06-01",other,13,3781,A-756192
"2024-10-01",other,0,23283,A-d4e0d4
"2024-07-01",event,4,597,A-bc87bc
"2023-03-01",other,12,12139,A-158f4e
"2024-07-01",organic,2,8955,A-0cc442
"2024-06-01",ads,4,3773,A-9badbd
"2024-08-01",event,0,209,A-b2af2e
"2024-08-01",organic,0,1592,A-adc1f3
"2024-06-01",ads,6,114,A-5a92e7
"2024-01-01",partner,10,361,A-dbc825
"2024-11-01",event,1,2388,A-fd7ad3
"2023-10-01",partner,5,4179,A-dec005
"2023-04-01",partner,20,285,A-8145a0
"2024-10-01",organic,1,3184,A-118d55
"2024-05-01",other,4,4975,A-4a267b
"2024-08-01",organic,0,1194,A-adc1f3
"2024-10-01",ads,2,817,A-b179bf
"2024-07-01",partner,1,2744,A-86fc1d
"2023-11-01",other,6,294,A-59f724
"2024-05-01",organic,7,361,A-0baac2
"2024-10-01",event,1,637,A-9f2731
"2023-10-01",partner,1,931,A-856b1e
"2024-03-01",event,2,7960,A-9779ad
"2024-10-01",event,1,2587,A-c16cf7
"2023-03-01",organic,21,551,A-b7724f
"2024-09-01",event,2,779,A-8b0451
"2024-06-01",other,2,551,A-cd458b
"2024-08-01",partner,3,5373,A-d62e02
"2024-08-01",other,1,4378,A-5f7781
"2023-02-01",ads,5,95,A-f1f639
"2023-05-01",ads,1,2793,A-cc98bc
"2024-04-01",ads,8,2786,A-054577
"2024-12-01",other,0,532,A-0f6450
"2023-10-01",organic,5,1393,A-eb7fac
"2023-04-01",partner,4,796,A-8145a0
"2023-12-01",ads,1,882,A-e98302
"2024-11-01",event,0,9950,A-bd4513
"2024-02-01",organic,10,3383,A-7d514c
"2023-02-01",partner,13,294,A-977ca0
"2023-03-01",partner,21,7960,A-cbbe12
"2024-10-01",organic,2,5771,A-c1e51e
"2023-02-01",partner,18,1715,A-977ca0
"2024-03-01",event,1,684,A-4c38bc
"2023-11-01",other,4,2786,A-a6d261
"2023-12-01",ads,8,637,A-a8d89d
"2023-03-01",other,16,8756,A-e43bf7
"2023-11-01",event,4,342,A-65a46c
"2024-10-01",other,0,490,A-396e5f
"2024-03-01",organic,6,3430,A-4ef964
"2023-07-01",partner,12,1444,A-eafc6e
"2023-09-01",other,4,3980,A-b20d99
"2023-11-01",organic,6,817,A-eb2fdc
"2023-11-01",organic,3,551,A-600734
"2024-06-01",ads,5,2009,A-ffc04f
"2024-04-01",event,3,95,A-249769
"2023-02-01",partner,2,4508,A-977ca0
"2023-11-01",organic,0,3184,A-ccabf0
"2024-09-01",event,1,1421,A-b54c01
"2023-08-01",event,8,12736,A-180abf
"2024-06-01",ads,3,551,A-a45270
"2023-10-01",partner,5,441,A-a8b49c
"2024-02-01",organic,10,588,A-df1e44
"2024-09-01",organic,0,228,A-781cc0
"2024-04-01",other,2,456,A-4f18f0
"2024-10-01",organic,2,361,A-c1e51e
"2024-11-01",event,0,57,A-fd7ad3
"2023-09-01",partner,2,361,A-6f50ae
"2024-06-01",event,5,342,A-53f4e3
"2024-06-01",partner,2,1176,A-5ed98d
"2023-08-01",event,6,3136,A-180abf
"2023-07-01",ads,15,2189,A-9c18c4
"2024-09-01",ads,0,1292,A-378b99
"2024-08-01",organic,4,98,A-adc1f3
"2024-12-01",organic,0,1372,A-17939a
"2023-11-01",organic,0,11741,A-ccabf0
"2024-05-01",organic,2,285,A-71615e
"2024-12-01",event,0,3582,A-5790f4
"2024-11-01",organic,1,475,A-039727
"2023-06-01",other,2,57,A-c7e58b
"2023-01-01",event,22,4577,A-3b37d9
"2024-04-01",ads,6,4975,A-d4ac0e
"2023-02-01",other,17,1470,A-0dbdc6
"2023-09-01",organic,7,7562,A-a865bd
"2024-12-01",ads,0,114,A-22f2df
"2023-03-01",other,7,294,A-7f4db3
"2023-12-01",other,7,1764,A-038089
"2023-08-01",ads,2,1216,A-1f7acb
"2023-01-01",organic,15,9353,A-10b8f2
"2023-06-01",event,1,1862,A-95b24a
"2023-04-01",organic,15,539,A-cab532
"2023-11-01",event,6,1372,A-f03140
"2024-09-01",other,1,228,A-c16101
"2023-05-01",organic,9,627,A-80eeb6
"2024-09-01",ads,0,931,A-378b99
"2024-11-01",organic,0,2499,A-533452
"2023-08-01",organic,5,2205,A-cdf020
"2024-05-01",other,6,8955,A-716841
"2024-10-01",event,2,1715,A-ce550d
"2024-12-01",other,0,1372,A-0f6450
"2024-01-01",organic,11,5373,A-2446e3
"2024-04-01",partner,7,418,A-cc102e
"2024-03-01",ads,4,1617,A-cb5333
"2024-05-01",organic,5,6169,A-0baac2
"2023-05-01",event,15,1372,A-40de06
"2024-08-01",organic,2,1617,A-2f6a32
"2024-11-01",organic,0,1225,A-039727
"2024-02-01",organic,2,6169,A-8e47ca
"2023-12-01",other,12,95,A-038089
"2024-04-01",event,4,1393,A-249769
"2023-06-01",other,18,1862,A-756192
"2024-02-01",event,0,11343,A-8adedc
"2023-02-01",ads,11,8159,A-432483
"2024-03-01",other,4,588,A-692f18
"2024-04-01",event,6,266,A-cea1f0
"2024-03-01",event,5,7164,A-4c38bc
"2023-11-01",organic,5,551,A-600734
"2023-08-01",ads,6,494,A-c1dfe1
"2024-01-01",partner,3,1159,A-462d45
"2024-02-01",organic,5,8557,A-7d514c
"2023-02-01",partner,2,833,A-977ca0
"2023-08-01",partner,3,1064,A-98a59a
"2023-01-01",other,3,1029,A-ff3c73
"2024-04-01",organic,3,2107,A-526d93
"2024-02-01",ads,10,1791,A-fe79a5
"2024-06-01",event,1,247,A-7da956
"2024-10-01",partner,1,10149,A-b07346
"2024-03-01",ads,8,18308,A-40906c
"2024-10-01",event,0,637,A-c16cf7
"2024-04-01",partner,5,7987,A-56962b
"2023-04-01",organic,8,893,A-de58ca
"2023-09-01",organic,6,4577,A-e89151
"2023-09-01",organic,9,1102,A-1f559b
"2023-08-01",event,15,1216,A-180abf
"2024-05-01",other,5,12537,A-4a267b
"2024-09-01",organic,0,13930,A-09316c
"2023-07-01",event,17,1715,A-068fc6
"2023-11-01",event,8,513,A-f03140
"2024-12-01",ads,0,209,A-22f2df
"2024-01-01",partner,1,10348,A-462d45
"2023-06-01",organic,6,588,A-558c72
"2023-10-01",ads,4,931,A-1b9609
"2024-05-01",organic,6,11940,A-71615e
"2023-05-01",other,16,114,A-bcf664
"2024-09-01",other,2,152,A-443b7c
"2024-10-01",other,0,18308,A-66224b
"2023-12-01",other,5,627,A-7988d1
"2023-12-01",partner,1,3184,A-40a557
"2023-02-01",ads,15,392,A-432483
"2023-05-01",other,1,1592,A-425e76
"2024-11-01",event,0,13731,A-76fa4d
"2023-04-01",ads,11,1029,A-c608c8
"2023-11-01",ads,0,1159,A-00bed1
"2023-01-01",partner,7,1083,A-c7ffc2
"2023-07-01",event,8,665,A-068fc6
"2024-07-01",event,1,7562,A-ad296b
"2024-03-01",ads,3,627,A-cb5333
"2024-03-01",organic,2,833,A-4ef964
"2024-11-01",organic,1,1159,A-8bde0c
"2023-08-01",other,9,784,A-6dee43
"2023-05-01",other,7,779,A-94d3da
"2023-11-01",other,5,361,A-296d7c
"2024-11-01",event,1,2450,A-bd4513
"2023-08-01",other,8,1159,A-2e3bad
"2024-03-01",ads,5,2189,A-c9bb3e
"2024-08-01",ads,1,57,A-4e44e8
"2023-10-01",ads,13,5373,A-ba6516
"2023-04-01",event,18,4378,A-02fac6
"2023-12-01",event,1,5174,A-bece89
"2024-02-01",organic,7,2388,A-df1e44
"2024-09-01",event,1,5373,A-0532a9
"2024-12-01",partner,0,1960,A-39ddf4
"2024-03-01",event,1,7960,A-9779ad
"2024-03-01",other,9,1990,A-692f18
"2024-07-01",ads,5,7363,A-bd4708
"2023-05-01",other,8,13930,A-d5a319
"2023-05-01",event,8,2985,A-089363
"2024-10-01",other,0,2597,A-396e5f
"2023-05-01",event,2,418,A-9289f6
"2024-06-01",ads,3,418,A-d42431
"2024-12-01",organic,0,266,A-17939a
"2023-12-01",ads,5,323,A-712f1c
"2024-05-01",organic,6,1176,A-87aa7b
"2023-06-01",other,7,9154,A-5a184f
"2024-05-01",event,6,57,A-42b791
"2024-04-01",other,6,2786,A-3d957b
"2024-11-01",organic,1,6567,A-3a7284
"2023-04-01",partner,17,228,A-8145a0
"2023-09-01",organic,11,152,A-00cac8
"2023-11-01",ads,2,874,A-7e0a10
"2024-01-01",partner,9,171,A-65aeb5
"2023-01-01",organic,15,133,A-7df7a7
"2024-11-01",other,0,1791,A-712426
"2024-09-01",other,3,343,A-c16101
"2023-01-01",organic,12,1764,A-d792a6
"2023-11-01",ads,8,784,A-157070
"2023-06-01",ads,14,589,A-993085
"2024-09-01",organic,3,882,A-592832
"2024-05-01",other,0,2205,A-716841
"2023-08-01",other,12,836,A-5a3eb9
"2024-06-01",event,4,4557,A-53f4e3
"2024-04-01",other,3,4776,A-4f18f0
"2023-05-01",ads,11,95,A-f446b6
"2024-11-01",event,0,19,A-fd7ad3
"2024-12-01",event,0,392,A-4bfa33
"2023-12-01",organic,6,1176,A-55f257
"2023-12-01",partner,11,13930,A-afa505
"2023-11-01",event,1,513,A-f03140
"2024-03-01",other,9,513,A-970c97
"2024-10-01",event,1,3184,A-d3c88e
"2023-01-01",ads,17,4577,A-151c9a
"2023-05-01",other,2,9751,A-bb2f49
"2024-05-01",partner,4,1791,A-b7ef83
"2023-06-01",other,16,19,A-5a184f
"2023-09-01",organic,10,1568,A-9f9299
"2024-07-01",partner,2,18507,A-5c046d
"2024-03-01",ads,2,209,A-a0ca4e
"2023-10-01",other,12,10746,A-aa9511
"2024-11-01",organic,0,3381,A-bb1486
"2023-09-01",ads,9,1592,A-3ce5b8
"2024-02-01",event,5,3184,A-8adedc
"2024-03-01",event,9,1764,A-4c38bc
"2024-02-01",ads,3,7960,A-b44e3e
"2023-09-01",organic,5,247,A-1f559b
"2023-11-01",event,8,247,A-659280
"2024-09-01",partner,2,2189,A-2789e3
"2024-03-01",partner,7,342,A-5247b3
"2024-02-01",organic,3,3980,A-8e47ca
"2023-08-01",ads,16,380,A-186a44
"2024-08-01",partner,2,152,A-fda07f
"2024-10-01",other,0,342,A-396e5f
"2024-05-01",partner,7,2205,A-0158bb
"2023-03-01",organic,21,1349,A-b7724f
"2023-05-01",partner,9,1064,A-05f0e5
"2024-06-01",ads,2,323,A-9badbd
"2023-09-01",partner,10,532,A-ac14bb
"2023-09-01",event,3,2587,A-3b5cd1
"2023-09-01",event,10,3184,A-4437e4
"2024-03-01",other,8,686,A-970c97
"2023-07-01",organic,15,735,A-dcc2f0
"2023-10-01",ads,6,1225,A-098560
"2023-01-01",organic,20,1862,A-779e4e
"2024-05-01",partner,2,228,A-7c83a1
"2024-09-01",ads,3,637,A-ab438f
"2023-12-01",ads,2,6169,A-65c341
"2024-03-01",event,8,3184,A-22d9d2
"2024-04-01",organic,7,11542,A-fd9422
"2023-08-01",other,11,882,A-43a9e3
"2024-10-01",organic,2,513,A-6a7c9d
"2023-03-01",partner,15,779,A-e3bd71
"2023-06-01",organic,16,1990,A-9123ac
"2024-03-01",partner,6,784,A-5247b3
"2024-10-01",organic,2,342,A-118d55
"2024-12-01",organic,0,7252,A-18793f
"2023-06-01",other,7,114,A-5a184f
"2023-07-01",partner,10,539,A-726cfa
"2024-07-01",event,2,7562,A-ad296b
"2023-08-01",event,15,6368,A-ac9111
"2024-01-01",ads,3,4577,A-bb3bd4
"2023-04-01",partner,11,418,A-6a4e2d
"2024-11-01",event,1,539,A-78f02b
"2023-05-01",ads,19,2009,A-2ebb4b
"2024-07-01",other,1,361,A-f3ff05
"2024-11-01",organic,1,7562,A-6965e1
"2023-10-01",organic,6,228,A-6da850
"2024-05-01",organic,3,1176,A-87aa7b
"2023-11-01",event,6,3980,A-72799b
"2024-05-01",organic,5,4577,A-560d27
"2023-07-01",ads,0,24079,A-68f37c
"2023-10-01",partner,3,931,A-856b1e
"2023-04-01",organic,1,5572,A-a1bbb6
"2023-05-01",other,16,6169,A-d5a319
"2023-12-01",partner,12,6169,A-50f3f7
"2024-02-01",organic,4,588,A-df1e44
"2024-10-01",partner,1,570,A-f9cc74
"2023-02-01",ads,7,1990,A-432483
"2024-01-01",other,0,1653,A-5a215a
"2023-03-01",other,13,1715,A-6e7827
"2023-11-01",organic,12,1519,A-eb2fdc
"2024-09-01",other,3,4067,A-902ef7
"2023-05-01",other,7,1592,A-bb2f49
"2023-09-01",event,2,637,A-3b5cd1
"2024-12-01",partner,0,1960,A-39ddf4
"2024-12-01",ads,0,4179,A-6843f2
"2024-11-01",event,1,3381,A-76fa4d
"2024-11-01",organic,0,4975,A-039727
"2024-12-01",other,0,1349,A-309e54
"2023-09-01",event,7,597,A-4437e4
"2024-05-01",partner,1,437,A-b7ef83
"2023-07-01",organic,16,456,A-712533
"2024-09-01",ads,2,3184,A-378b99
"2023-11-01",other,8,171,A-a6d261
"2023-10-01",other,8,1127,A-aa9511
"2023-05-01",ads,13,8159,A-2ebb4b
"2023-12-01",partner,11,6169,A-50f3f7
"2024-03-01",event,0,152,A-22d9d2
"2023-03-01",organic,4,1666,A-7f8241
"2023-12-01",partner,12,6169,A-50f3f7
"2023-02-01",ads,20,418,A-bbe56f
"2023-11-01",ads,11,1393,A-51ec1b
"2024-11-01",event,0,475,A-b07b56
"2024-04-01",ads,0,196,A-34d880
"2024-06-01",event,5,5771,A-08e34e
"2024-11-01",partner,1,1176,A-5f2961
"2024-07-01",other,4,196,A-f3ff05
"2023-03-01",event,4,2786,A-2bc93d
"2023-02-01",ads,10,437,A-52dd88
"2024-09-01",event,2,4263,A-4814a3
"2024-06-01",event,4,2388,A-e7a1e2
"2024-12-01",organic,0,8955,A-0b0d6d
"2024-09-01",partner,0,5771,A-a33200
"2024-02-01",other,0,836,A-e2cd1b
"2024-05-01",organic,7,38,A-544d0a
"2023-04-01",event,4,2587,A-019782
"2024-12-01",event,0,980,A-854864
"2024-03-01",other,3,245,A-692f18
"2023-07-01",ads,5,3781,A-9c18c4
"2023-05-01",ads,9,1393,A-f446b6
"2024-04-01",organic,6,1393,A-ffdfd5
"2024-04-01",event,7,133,A-249769
"2024-10-01",other,2,5733,A-d4e0d4
"2024-06-01",ads,5,209,A-0e966d
"2024-06-01",ads,5,779,A-9badbd
"2023-04-01",partner,11,398,A-8145a0
"2024-11-01",organic,1,2009,A-139c3b
"2024-11-01",ads,1,1813,A-82d8a6
"2023-08-01",event,2,399,A-ac9111
"2023-11-01",event,8,323,A-2edab2
"2024-01-01",other,9,4263,A-5a215a
"2024-08-01",organic,0,266,A-a09355
"2023-02-01",event,13,760,A-e1b9cd
"2023-11-01",ads,13,13731,A-7920cc
"2023-01-01",other,20,399,A-ff3c73
"2024-10-01",event,2,21691,A-ce550d
"2024-12-01",partner,0,7363,A-9174e0
"2023-04-01",partner,13,3781,A-35083d
"2023-03-01",partner,21,1519,A-e3bd71
"2024-11-01",organic,1,1519,A-3a7284
"2024-07-01",ads,3,3381,A-bd4708
"2024-05-01",organic,6,437,A-560d27
"2024-11-01",other,0,294,A-cbd1a3
"2023-11-01",event,5,380,A-72799b
"2024-10-01",other,1,76,A-1b7577
"2023-03-01",event,9,7960,A-2bc93d
"2024-06-01",ads,0,1421,A-5a92e7
"2024-09-01",event,2,8159,A-8b0451
"2024-04-01",ads,0,10547,A-34d880
"2023-09-01",partner,14,3781,A-6f50ae
"2024-04-01",organic,7,5970,A-ffdfd5
"2023-01-01",organic,23,1990,A-7df7a7
"2024-10-01",other,2,57,A-ced9aa
"2024-08-01",other,1,1960,A-104f1a
"2024-04-01",organic,6,1102,A-fd9422
"2023-12-01",organic,2,637,A-55f257
"2024-05-01",partner,5,228,A-58b9ff
"2024-05-01",organic,4,1421,A-544d0a
"2023-02-01",organic,0,3582,A-484819
"2023-08-01",other,8,15920,A-6dee43
"2023-09-01",other,6,646,A-b20d99
"2023-06-01",organic,10,1127,A-794a0b
"2024-08-01",organic,2,5771,A-0a282f
"2024-11-01",event,0,950,A-bd4513
"2023-02-01",event,17,152,A-6e08f3
"2024-09-01",other,2,1577,A-902ef7
"2024-07-01",organic,2,342,A-751c58
"2023-07-01",ads,13,735,A-68f37c
"2023-06-01",organic,6,8358,A-9123ac
"2024-03-01",event,7,7164,A-4c38bc
"2023-07-01",partner,4,539,A-726cfa
"2024-08-01",organic,2,398,A-0a282f
"2023-07-01",organic,6,637,A-1b707d
"2023-03-01",ads,13,882,A-84ebe4
"2024-07-01",partner,4,12139,A-ac85cd
"2024-09-01",ads,1,392,A-378b99
"2023-09-01",organic,13,3577,A-5b1bcd
"2024-07-01",ads,1,285,A-f92792
"2023-11-01",ads,3,2254,A-7e0a10
"2023-01-01",partner,23,931,A-c7ffc2
"2023-06-01",event,17,245,A-8ed5dd
"2023-05-01",other,3,1568,A-bcf664
"2024-10-01",other,1,8159,A-e4144b
"2023-02-01",ads,10,437,A-52dd88
"2024-01-01",other,4,17313,A-5a215a
"2023-08-01",ads,16,3980,A-186a44
"2024-01-01",other,8,17313,A-5a215a
"2024-02-01",ads,10,2587,A-8b25f2
"2023-06-01",event,4,722,A-95b24a
"2023-11-01",event,5,228,A-832ec2
"2023-04-01",organic,0,2189,A-cab532
"2024-01-01",other,10,1653,A-5a215a
"2024-08-01",organic,3,833,A-f45426
"2024-11-01",other,0,686,A-712426
"2023-06-01",other,11,6567,A-df10db
"2024-10-01",event,1,627,A-1ac5e0
"2024-04-01",ads,0,608,A-684255
"2023-08-01",other,5,2989,A-2e3bad
"2023-07-01",event,3,1715,A-068fc6
"2024-03-01",event,8,147,A-029f69
"2024-11-01",other,0,171,A-712426
"2023-10-01",ads,9,551,A-098560
"2024-11-01",organic,1,6766,A-6965e1
"2024-07-01",other,1,38,A-f3ff05
"2024-02-01",event,3,76,A-8adedc
"2023-05-01",event,3,1026,A-4a4c2d
"2023-10-01",ads,13,1323,A-ba6516
"2024-04-01",event,2,570,A-cea1f0
"2024-08-01",organic,3,9950,A-adc1f3
"2024-07-01",event,5,147,A-bc87bc
"2024-05-01",other,5,1194,A-4ae22a
"2023-09-01",partner,8,361,A-6f50ae
"2024-04-01",event,5,796,A-249769
"2023-11-01",ads,10,1470,A-157070
"2024-11-01",event,0,6567,A-b78bf8
"2023-02-01",ads,6,4179,A-bbe56f
"2024-10-01",partner,2,33830,A-c70870
"2023-02-01",event,15,7562,A-271f46
"2024-11-01",organic,1,4557,A-8bde0c
"2024-10-01",other,1,418,A-ced9aa
"2023-08-01",other,3,5572,A-43a9e3
"2023-11-01",other,12,247,A-a6d261
